Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006396~RNA processing	37	7.628865979381444	3.1296016268901135E-7	POLR2G, ZNF638, XAB2, SF3B4, SMNDC1, RRP1B, DKC1, DDX23, FRG1, TRMT6, QTRTD1, TFB2M, PPIL3, DDX20, LSM1, MTO1, PPWD1, DUS3L, TBL3, EXOSC9, EXOSC5, RRP9, CDC5L, RPS6, RBMX, SRPK1, NOP14, HNRPDL, PPIE, DDX56, NOP56, DDX54, CWC22, CPSF2, DUS2L, RBM17, TXNL4A	354	547	13528	2.584905855255683	5.603546816985716E-4	5.603546816985716E-4	5.311416029107896E-4
GOTERM_BP_FAT	GO:0022613~ribonucleoprotein complex biogenesis	18	3.711340206185567	4.844359878230421E-6	TBL3, EXOSC9, EXOSC5, GNL3L, RRP9, RPS6, SMNDC1, NOP14, MINA, DDX56, RRP1B, DKC1, DDX23, FRG1, TFB2M, DDX20, NOP56, TXNL4A	354	180	13528	3.8214689265536728	0.008638739349882463	0.004328738664152509	0.008221327407320622
GOTERM_BP_FAT	GO:0034660~ncRNA metabolic process	20	4.123711340206185	9.692648580493258E-6	TBL3, VARS2, EXOSC9, EXOSC5, RRP9, AARSD1, RPS6, NOP14, DDX56, RRP1B, DKC1, FRG1, TRMT6, QTRTD1, MARS2, TFB2M, NOP56, DUS2L, MTO1, DUS3L	354	230	13528	3.323016457872759	0.017209807708415292	0.005769829473963206	0.016448685539138808
GOTERM_BP_FAT	GO:0042254~ribosome biogenesis	14	2.88659793814433	1.7636064609683087E-5	TBL3, EXOSC9, EXOSC5, GNL3L, RRP9, RPS6, NOP14, MINA, DDX56, RRP1B, DKC1, FRG1, TFB2M, NOP56	354	122	13528	4.385292210799296	0.03109282881137365	0.00786552118326922	0.029926977944116917
GOTERM_BP_FAT	GO:0006364~rRNA processing	12	2.4742268041237114	2.6551376306916973E-5	NOP14, TBL3, DDX56, EXOSC9, RRP1B, DKC1, FRG1, EXOSC5, TFB2M, RRP9, NOP56, RPS6	354	92	13528	4.984524686809138	0.046441159931561615	0.009465744364706707	0.04505233468136138
GOTERM_BP_FAT	GO:0034470~ncRNA processing	17	3.5051546391752577	3.189267349112181E-5	TBL3, EXOSC9, EXOSC5, RRP9, RPS6, NOP14, DDX56, RRP1B, DKC1, FRG1, TRMT6, QTRTD1, TFB2M, NOP56, DUS2L, MTO1, DUS3L	354	187	13528	3.4740626605033387	0.055519925956014515	0.009474942019327304	0.05411313148642183
GOTERM_BP_FAT	GO:0016072~rRNA metabolic process	12	2.4742268041237114	3.9697066338994346E-5	NOP14, TBL3, DDX56, EXOSC9, RRP1B, DKC1, FRG1, EXOSC5, TFB2M, RRP9, NOP56, RPS6	354	96	13528	4.77683615819209	0.06863018487778216	0.010105571655684153	0.06735085109751404
GOTERM_BP_FAT	GO:0008104~protein localization	43	8.8659793814433	1.1042919683914174E-4	PACS1, RAB3A, CLTB, AP1G2, EXOC8, SNX14, CHMP7, VPS52, AP3S2, PEX3, CHCHD4, TERF2IP, VPS33B, VPS33A, CHMP2B, APOB, AP1S2, MORC3, ANK3, NECAP2, DYNC2H1, RHOB, RAB11A, VPS13A, PEX13, STAM, STX10, VPS39, NMD3, EXOC1, LRSAM1, SNX27, IPO13, RINT1, NDC80, ARFIP1, COG3, CHMP1B, RABEP2, SCFD2, MCFD2, RANGRF, NUP43	354	882	13528	1.8630744199751463	0.17945753323591274	0.024420574149375374	0.1872506410827146
GOTERM_BP_FAT	GO:0016192~vesicle-mediated transport	32	6.5979381443298974	1.109716626148535E-4	PACS1, RAB3A, CLTB, AP1G2, EXOC8, CHMP7, AP3S2, VPS33B, VPS33A, LLGL1, TRAPPC6A, AP1S2, DOCK1, APOE, BLOC1S1, ZFPL1, NECAP2, PUM1, RHOB, VPS13A, STX10, ELMOD2, EXOC1, FTL, LRSAM1, RINT1, COG3, RABEP2, FNBP1L, SCFD2, MCFD2, SH3KBP1	354	576	13528	2.123038292529818	0.18025443739678615	0.021842507136729195	0.18816966494611398
GOTERM_BP_FAT	GO:0045184~establishment of protein localization	39	8.041237113402062	1.1391559216799787E-4	PACS1, RAB3A, CLTB, AP1G2, SNX14, EXOC8, CHMP7, VPS52, AP3S2, PEX3, CHCHD4, VPS33B, VPS33A, CHMP2B, APOB, AP1S2, ANK3, NECAP2, RHOB, RAB11A, VPS13A, STAM, PEX13, STX10, VPS39, NMD3, EXOC1, LRSAM1, SNX27, IPO13, RINT1, ARFIP1, COG3, CHMP1B, RABEP2, SCFD2, MCFD2, RANGRF, NUP43	354	769	13528	1.9380661656123956	0.18456571868023797	0.02019670290566178	0.1931570140078831
