Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0051726~regulation of cell cycle	36	4.337349397590361	3.04112563581034E-6	NBN, PTGS2, TIPIN, TTK, PKMYT1, ZZEF1, TGFB1, MEN1, TRIAP1, CUL7, PCBP4, AATF, CDK5RAP1, INSR, ATRIP, ANAPC2, PLA2G16, MADD, TP53BP2, BRIP1, UIMC1, SIRT2, PPP1R9B, CDKN1A, UHRF2, HNF4A, CCND2, ETS1, TSC2, CKS2, KIF20B, DGKZ, DCUN1D3, APBB2, APBB1, HPGD	617	331	13528	2.384640620486028	0.008095990687235544	0.008095990687235544	0.005405543066794305
GOTERM_BP_FAT	GO:0045786~negative regulation of cell cycle	14	1.6867469879518073	6.891494000323436E-5	PLA2G16, TP53BP2, TTK, TGFB1, MEN1, CDKN1A, HNF4A, ETS1, DGKZ, CDK5RAP1, APBB2, DCUN1D3, APBB1, HPGD	617	81	13528	3.789583208275807	0.16824386019412718	0.08799334442896045	0.12242733945789785
GOTERM_BP_FAT	GO:0006414~translational elongation	15	1.8072289156626504	1.8696977716571E-4	RPL35A, RPL32, RPL14, RPL18A, RPL6, RPL34, RPL15, RPL8, RPL3, RPL26L1, EEF2K, RPL36, RPL37A, RPL4, UBA52	617	101	13528	3.256254312627373	0.3933582993198017	0.15346662154341795	0.3318230250900167
GOTERM_BP_FAT	GO:0007346~regulation of mitotic cell cycle	18	2.1686746987951806	5.564022009119007E-4	NBN, PKMYT1, TTK, ZZEF1, SIRT2, TGFB1, TRIAP1, PPP1R9B, CUL7, HNF4A, PCBP4, KIF20B, DGKZ, AATF, APBB2, DCUN1D3, APBB1, INSR	617	152	13528	2.5964343598055106	0.7741031940446395	0.3105900889778257	0.9844173979329462
GOTERM_BP_FAT	GO:0006412~translation	30	3.614457831325301	5.733657243264386E-4	EIF4E3, RPL14, RPL15, DPH1, RPL36, RPL32, RPL6, RPL34, RPL8, RPL26L1, EEF2K, RPL3, MRPL55, MRPL18, RPL4, TARSL2, RPL35A, MRPL52, RRBP1, MTRF1L, MRPS21, RSL1D1, MRPL21, RPL18A, RPL37A, MRPL47, MRPL45, EIF5A2, MTFMT, UBA52	617	331	13528	1.98720051707169	0.7841229229853913	0.26406186849158086	1.0142860442657775
GOTERM_BP_FAT	GO:0010564~regulation of cell cycle process	15	1.8072289156626504	6.622967609309764E-4	TIPIN, PKMYT1, TTK, ZZEF1, SIRT2, TGFB1, TRIAP1, PPP1R9B, CUL7, PCBP4, KIF20B, APBB2, DCUN1D3, INSR, APBB1	617	114	13528	2.8849270664505675	0.8298212186084721	0.2555807959698855	1.1707329213892614
GOTERM_BP_FAT	GO:0043068~positive regulation of programmed cell death	35	4.216867469879518	0.0014016281806985935	SIVA1, PTGS2, RBM5, TGFB1, SRC, MEN1, PRUNE2, CASP9, PCBP4, AGT, SOS1, PPP3CC, AATF, FAS, TOP2A, TEX261, KCNMA1, VAV3, TM2D1, TP53BP2, ARHGEF6, GAL, DAPK3, MARK4, CASP10, XPA, CDKN1A, TNFSF10, ETS1, PSEN2, IKBKG, DCUN1D3, APBB2, APBB1, UBA52	617	433	13528	1.7722646643784086	0.9764629668512157	0.4146803520488691	2.4623556766464216
GOTERM_BP_FAT	GO:0010942~positive regulation of cell death	35	4.216867469879518	0.0015080910437408526	SIVA1, PTGS2, RBM5, TGFB1, SRC, MEN1, PRUNE2, CASP9, PCBP4, AGT, SOS1, PPP3CC, AATF, FAS, TOP2A, TEX261, KCNMA1, VAV3, TM2D1, TP53BP2, ARHGEF6, GAL, DAPK3, MARK4, CASP10, XPA, CDKN1A, TNFSF10, ETS1, PSEN2, IKBKG, DCUN1D3, APBB2, APBB1, UBA52	617	435	13528	1.7641163210939101	0.9822996359702867	0.3960544651003364	2.647030326749955
GOTERM_BP_FAT	GO:0043065~positive regulation of apoptosis	34	4.096385542168675	0.002395026622505044	SIVA1, PTGS2, RBM5, TGFB1, SRC, MEN1, PRUNE2, CASP9, PCBP4, AGT, SOS1, PPP3CC, AATF, FAS, TOP2A, TEX261, KCNMA1, VAV3, TM2D1, TP53BP2, ARHGEF6, GAL, DAPK3, CASP10, XPA, CDKN1A, TNFSF10, ETS1, PSEN2, IKBKG, DCUN1D3, APBB2, APBB1, UBA52	617	430	13528	1.7336398929554107	0.9983542923297682	0.509424500398246	4.172768875379573
GOTERM_BP_FAT	GO:0045930~negative regulation of mitotic cell cycle	6	0.7228915662650602	0.002658870796778617	HNF4A, DGKZ, DCUN1D3, APBB2, APBB1, TGFB1	617	22	13528	5.979667010461176	0.999188500618983	0.5091725768793761	4.622269965217985
