Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0046907~intracellular transport	111	12.982456140350877	2.6565769159016095E-26	NCBP1, RAB3GAP2, XPO1, XPO5, EIF5A, SRP19, SSR1, GBF1, SAR1A, RAB27A, OPA1, KIF5B, VTI1B, BCAP31, VAMP7, LRPPRC, TRAPPC3, MYL6, KIF4A, STX8, STX7, SNX6, MTX1, COPZ1, NAPA, LMAN1, CALR, CDC37, CSE1L, MACF1, NUP50, TMED10, NUP54, XPOT, RAB8A, TOMM40, HNRNPA1, PPIF, ATP2A2, VCP, ARF1, TOMM70A, SLC25A10, PCNA, HGS, RHOT2, SEC13, GOSR1, ATP5D, COPA, CLTA, SEC24B, ATL2, AP1B1, ATL3, CLTC, COPB2, SRPR, COPB1, ATP5O, RANBP1, SLC25A1, RANBP2, SEC24C, TPR, KPNB1, GOLGA3, AP3B1, TOMM34, SEC23A, HSP90AA1, TIMM23, TIMM44, IPO4, NUP205, IPO5, ARCN1, KPNA6, TOMM22, GNAS, NUP107, KPNA4, KPNA3, KPNA2, KPNA1, NUP98, NUP160, EEA1, NUP214, SET, AP3D1, VPS35, PAFAH1B1, EHD1, TNPO1, HSPA8, HSPA9, YWHAB, PPP1R10, NUP155, YWHAE, SCFD1, YWHAH, RPL23, AP2A1, RAB35, BAX, YWHAQ, NOP58, SSR4, DNM2	759	657	13528	3.011268130982246	6.70254355881976E-23	6.70254355881976E-23	4.691357704414056E-23
GOTERM_BP_FAT	GO:0015031~protein transport	113	13.216374269005849	5.5032743691285755E-22	RAB3GAP2, XPO1, XPO5, CHMP4B, RAB1B, EIF5A, SRP19, SSR1, SAR1A, RAB27A, ACTN4, GOLT1B, VTI1B, CLPX, BCAP31, RAB18, VAMP7, PDCD6IP, RAB10, RAB7A, STX7, SNX6, SNX5, MTX1, COPZ1, NAPA, ARF6, PPT1, SNX3, LMAN2, LMAN1, CALR, CDC37, CSE1L, MACF1, NUP50, TMED10, NUP54, RAB8A, LIN7C, TOMM40, VCP, ARF1, TOMM70A, ARF4, PCNA, HGS, SEC13, GOSR1, COPA, CLTA, SEC24B, RAB5B, AP1B1, RAB5C, TIMM50, PDIA4, CLTC, CANX, COPB2, SRPR, COPB1, RANBP2, RAB6A, SEC24C, TPR, KPNB1, NSF, AP3B1, TOMM34, SEC23A, TIMM23, TIMM44, IPO4, NUP205, IPO5, ARCN1, KPNA6, TOMM22, GNAS, NUP107, KPNA4, KPNA3, KPNA2, KPNA1, VPS29, NUP98, NUP160, NUP93, NUP214, TMED2, DDX19A, RAB11B, AP3D1, VPS35, TNPO1, HSPA9, GDI1, GDI2, YWHAB, PPP1R10, NUP155, YWHAE, SCFD1, HSP90B1, TMEM48, YWHAH, RPL23, AP2A1, RAB35, YWHAQ, NOP58, SSR4	759	762	13528	2.643110322672117	1.3884761233311396E-18	6.942380616655698E-19	9.718457032648533E-19
GOTERM_BP_FAT	GO:0045184~establishment of protein localization	113	13.216374269005849	1.1568539508986616E-21	RAB3GAP2, XPO1, XPO5, CHMP4B, RAB1B, EIF5A, SRP19, SSR1, SAR1A, RAB27A, ACTN4, GOLT1B, VTI1B, CLPX, BCAP31, RAB18, VAMP7, PDCD6IP, RAB10, RAB7A, STX7, SNX6, SNX5, MTX1, COPZ1, NAPA, ARF6, PPT1, SNX3, LMAN2, LMAN1, CALR, CDC37, CSE1L, MACF1, NUP50, TMED10, NUP54, RAB8A, LIN7C, TOMM40, VCP, ARF1, TOMM70A, ARF4, PCNA, HGS, SEC13, GOSR1, COPA, CLTA, SEC24B, RAB5B, AP1B1, RAB5C, TIMM50, PDIA4, CLTC, CANX, COPB2, SRPR, COPB1, RANBP2, RAB6A, SEC24C, TPR, KPNB1, NSF, AP3B1, TOMM34, SEC23A, TIMM23, TIMM44, IPO4, NUP205, IPO5, ARCN1, KPNA6, TOMM22, GNAS, NUP107, KPNA4, KPNA3, KPNA2, KPNA1, VPS29, NUP98, NUP160, NUP93, NUP214, TMED2, DDX19A, RAB11B, AP3D1, VPS35, TNPO1, HSPA9, GDI1, GDI2, YWHAB, PPP1R10, NUP155, YWHAE, SCFD1, HSP90B1, TMEM48, YWHAH, RPL23, AP2A1, RAB35, YWHAQ, NOP58, SSR4	759	769	13528	2.6190508008792626	2.9187425181173233E-18	9.729141727057744E-19	2.042935652622859E-18
GOTERM_BP_FAT	GO:0016071~mRNA metabolic process	71	8.304093567251462	6.149391184581026E-20	NCBP1, RNMT, SYNCRIP, SNRPD2, SKIV2L2, DCPS, NONO, DHX38, DNAJB11, RBM8A, PCBP1, TARDBP, PRMT5, SRRM2, DNAJC8, SRRM1, LUC7L3, CCAR1, KHDRBS1, EFTUD2, PTBP1, HNRNPA2B1, SF1, HNRNPU, EIF4A3, SERBP1, SNRNP200, KHSRP, CPSF7, SNRPB, SNRPA, CPSF6, CPSF3, XRN2, SSU72, NHP2L1, STRAP, PNPT1, RNH1, POLR2B, SF3B3, POLR2A, SF3B2, PRPF19, HNRNPL, HNRNPM, SF3B1, HNRNPK, EIF3E, HNRNPF, USP39, NUDT21, HNRNPD, DHX15, DHX16, PABPC1, SNRNP70, RBM25, PRPF40A, DHX9, CSTF3, SSB, HNRNPA1, SF3A1, SF3A3, HNRNPH3, HNRNPH2, GSPT1, SFPQ, SMC1A, PUF60	759	370	13528	3.4201759071324287	1.551491395869793E-16	3.8787284896744825E-17	1.0859461112741426E-16
GOTERM_BP_FAT	GO:0008380~RNA splicing	60	7.017543859649122	5.497183904600457E-19	NCBP1, SNRPD2, SYNCRIP, SKIV2L2, NONO, DHX38, RBM8A, TARDBP, PRMT5, SRRM2, PCBP1, DNAJC8, SRRM1, LUC7L3, CCAR1, PPP2R1A, EFTUD2, PTBP1, HNRNPA2B1, SF1, HNRNPU, EIF4A3, SNRNP200, CPSF7, SNRPB, KHSRP, SNRPA, CPSF3, NHP2L1, STRAP, POLR2B, SF3B3, SF3B2, POLR2A, PRPF19, HNRNPL, HNRNPM, SF3B1, HNRNPK, PPP2CA, HNRNPF, USP39, NUDT21, HNRNPD, DHX15, DHX16, SNRNP70, PABPC1, RBM25, PRPF40A, DHX9, CSTF3, HNRNPA1, SF3A1, SF3A3, HNRNPH3, HNRNPH2, SFPQ, SMC1A, PUF60	759	284	13528	3.765518009241218	1.3869394991306953E-15	2.773878998261391E-16	9.707701632525758E-16
GOTERM_BP_FAT	GO:0008104~protein localization	116	13.567251461988302	2.2066660468783717E-18	RAB3GAP2, XPO1, XPO5, CHMP4B, RAB1B, EIF5A, SRP19, SSR1, SAR1A, RAB27A, ACTN4, GOLT1B, VTI1B, CLPX, BCAP31, RAB18, VAMP7, PDCD6IP, RAB10, RAB7A, STX7, SNX6, SNX5, MTX1, COPZ1, NAPA, ARF6, PPT1, SNX3, LMAN2, CALR, LMAN1, CDC37, CSE1L, MACF1, NUP50, TMED10, NUP54, RAB8A, LIN7C, TOMM40, VCP, ARF1, TOMM70A, ARF4, PCNA, HGS, SEC13, GOSR1, COPA, CLTA, SEC24B, AP1B1, RAB5B, RAB5C, TIMM50, PDIA4, CLTC, CANX, COPB2, SRPR, COPB1, RANBP2, RAB6A, TPR, SEC24C, KPNB1, NSF, AP3B1, TOMM34, DHCR24, SEC23A, G3BP2, TIMM23, TIMM44, IPO4, NUP205, IPO5, ARCN1, KPNA6, TOMM22, GNAS, NUP107, KPNA4, KPNA3, KPNA2, KPNA1, VPS29, NUP98, NUP160, NUP93, NUP214, TMED2, DDX19A, RAB11B, AP3D1, VPS35, TNPO1, HSPA9, GDI1, GDI2, YWHAB, PPP1R10, NUP155, YWHAE, SCFD1, HSP90B1, TMEM48, YWHAH, RPL23, AP2A1, RAB35, BAX, YWHAQ, NOP58, SSR4	759	882	13528	2.3441274621398844	5.567418436274131E-15	9.279030727123552E-16	3.896841720684126E-15
GOTERM_BP_FAT	GO:0006397~mRNA processing	63	7.368421052631578	3.067886135704916E-18	NCBP1, RNMT, SYNCRIP, SNRPD2, SKIV2L2, NONO, DHX38, RBM8A, PCBP1, TARDBP, PRMT5, SRRM2, DNAJC8, SRRM1, LUC7L3, CCAR1, KHDRBS1, EFTUD2, PTBP1, HNRNPA2B1, SF1, HNRNPU, EIF4A3, SNRNP200, CPSF7, SNRPB, KHSRP, SNRPA, CPSF6, CPSF3, XRN2, SSU72, NHP2L1, STRAP, POLR2B, SF3B3, SF3B2, POLR2A, PRPF19, HNRNPL, HNRNPM, SF3B1, HNRNPK, HNRNPF, USP39, NUDT21, HNRNPD, DHX15, DHX16, SNRNP70, PABPC1, RBM25, PRPF40A, DHX9, CSTF3, HNRNPA1, SF3A1, SF3A3, HNRNPH3, HNRNPH2, SFPQ, SMC1A, PUF60	759	321	13528	3.4980606553138047	7.740276720383504E-15	1.1057538171976434E-15	5.417705458800793E-15
GOTERM_BP_FAT	GO:0006886~intracellular protein transport	68	7.953216374269006	7.708360178176883E-18	XPO1, RAB3GAP2, COPA, CLTA, SEC24B, AP1B1, XPO5, EIF5A, CLTC, SRP19, SSR1, COPB2, SRPR, COPB1, RANBP2, TPR, SEC24C, SAR1A, KPNB1, RAB27A, TOMM34, AP3B1, SEC23A, VTI1B, TIMM23, TIMM44, BCAP31, IPO4, NUP205, IPO5, ARCN1, KPNA6, TOMM22, KPNA4, KPNA3, KPNA2, KPNA1, NUP98, STX7, SNX6, COPZ1, MTX1, NAPA, CALR, CDC37, NUP214, MACF1, CSE1L, AP3D1, NUP54, TNPO1, HSPA9, YWHAB, PPP1R10, TOMM40, YWHAE, YWHAH, RPL23, VCP, AP2A1, TOMM70A, YWHAQ, PCNA, NOP58, HGS, SEC13, GOSR1, SSR4	759	374	13528	3.2406276200742608	1.9448192729540274E-14	2.4310240911925343E-15	1.3612508146791398E-14
GOTERM_BP_FAT	GO:0000398~nuclear mRNA splicing, via spliceosome	42	4.912280701754386	1.1165319786895691E-17	NCBP1, NHP2L1, SNRPD2, POLR2B, SF3B3, SF3B2, POLR2A, HNRNPL, HNRNPM, SF3B1, HNRNPK, DHX38, RBM8A, PRMT5, HNRNPF, PCBP1, USP39, NUDT21, DNAJC8, HNRNPD, SRRM1, SNRNP70, RBM25, CCAR1, DHX9, CSTF3, EFTUD2, PTBP1, HNRNPA2B1, SF1, SF3A1, HNRNPA1, HNRNPU, SF3A3, HNRNPH3, HNRNPH2, SNRNP200, CPSF7, SNRPB, SNRPA, SMC1A, CPSF3	759	153	13528	4.892712289131727	2.817010182233783E-14	3.1300113135930917E-15	1.9717294346330834E-14
GOTERM_BP_FAT	GO:0000377~RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	42	4.912280701754386	1.1165319786895691E-17	NCBP1, NHP2L1, SNRPD2, POLR2B, SF3B3, SF3B2, POLR2A, HNRNPL, HNRNPM, SF3B1, HNRNPK, DHX38, RBM8A, PRMT5, HNRNPF, PCBP1, USP39, NUDT21, DNAJC8, HNRNPD, SRRM1, SNRNP70, RBM25, CCAR1, DHX9, CSTF3, EFTUD2, PTBP1, HNRNPA2B1, SF1, SF3A1, HNRNPA1, HNRNPU, SF3A3, HNRNPH3, HNRNPH2, SNRNP200, CPSF7, SNRPB, SNRPA, SMC1A, CPSF3	759	153	13528	4.892712289131727	2.817010182233783E-14	3.1300113135930917E-15	1.9717294346330834E-14
